Plate_29L12AU294
Sample,Assay,Well,Spot,Dilution,Concentration,Signal,Adjusted Signal,Mean,Adj. Sig. Mean,CV,% Recovery,% Recovery Mean,Calc. Concentration,Calc. Conc. Mean,Calc. Conc. CV
"U039","VEGF-A","G11","1","2.0","","11331.0","11331.0","11034.0","11034.0","3.8066107306943016","","","66.97487937836308","65.27496779754375","3.682940173767875"
"U039","VEGF-A","G12","1","2.0","","10737.0","10737.0","11034.0","11034.0","3.8066107306943016","","","63.57505621672443","65.27496779754375","3.682940173767875"
"U031","VEGF-A","G10","1","2.0","","11001.0","11001.0","11302.0","11302.0","3.766397825821108","","","65.08722700058723","66.80795422813884","3.642494086913966"
"U031","VEGF-A","G09","1","2.0","","11603.0","11603.0","11302.0","11302.0","3.766397825821108","","","68.52868145569046","66.80795422813884","3.642494086913966"
"S001","Flt-1","A02","5","","10200.0","470342.0","470342.0","459210.0","459209.5","3.428442243272076","102.13476101223802","99.5805545127605","10417.745623248278","10157.216560301571","3.6274084738097443"
"S001","Flt-1","A01","5","","10200.0","448077.0","448077.0","459210.0","459209.5","3.428442243272076","97.026348013283","99.5805545127605","9896.687497354866","10157.216560301571","3.6274084738097443"
"U023","bFGF","G07","7","2.0","","6779.0","6779.0","6612.0","6612.0","3.5718945087160754","","","35.87145350603051","34.9775266545165","3.6143306805752986"
"U023","bFGF","G08","7","2.0","","6445.0","6445.0","6612.0","6612.0","3.5718945087160754","","","34.08359980300249","34.9775266545165","3.6143306805752986"
"U001","Tie-2","A04","4","2.0","","2587.0","2587.0","2529.0","2528.5","3.2719593988066467","","","4319.674908807286","4213.694287168815","3.556955541987371"
"U001","Tie-2","A03","4","2.0","","2470.0","2470.0","2529.0","2528.5","3.2719593988066467","","","4107.713665530345","4213.694287168815","3.556955541987371"
"U019","VEGF-D","C07","3","2.0","","7214.0","7214.0","7013.0","7013.0","4.053285698516928","","","424.12043480092456","413.9995892571929","3.457258751466247"
"U019","VEGF-D","C08","3","2.0","","6812.0","6812.0","7013.0","7013.0","4.053285698516928","","","403.87874371346123","413.9995892571929","3.457258751466247"
"U002","Flt-1","B04","5","2.0","","1472.0","1472.0","1503.0","1503.0","2.9168742803437087","","","49.203289112800675","50.429801649352584","3.439534971152516"
"U002","Flt-1","B03","5","2.0","","1534.0","1534.0","1503.0","1503.0","2.9168742803437087","","","51.656314185904485","50.429801649352584","3.439534971152516"
"U011","PIGF","C05","6","2.0","","1220.0","1220.0","1243.0","1242.5","2.5609501129492664","","","3.5496729488635026","3.637983854061114","3.43295860690779"
"U011","PIGF","C06","6","2.0","","1265.0","1265.0","1243.0","1242.5","2.5609501129492664","","","3.7262947592587254","3.637983854061114","3.43295860690779"
"S003","Tie-2","C01","4","","6312.5","7097.0","7097.0","6931.0","6930.5","3.3975406988690615","97.52098749299303","95.21650582888279","6156.012335495185","6010.541930448226","3.422756585377907"
"S003","Tie-2","C02","4","","6312.5","6764.0","6764.0","6931.0","6930.5","3.3975406988690615","92.91202416477255","95.21650582888279","5865.071525401267","6010.541930448226","3.422756585377907"
"S004","PIGF","D02","6","","18.75","10043.0","10043.0","9813.0","9812.5","3.322050712122277","101.210349981535","98.82070513982754","18.976940621537814","18.528882213717665","3.4197976422206047"
"S004","PIGF","D01","6","","18.75","9582.0","9582.0","9813.0","9812.5","3.322050712122277","96.43106029812009","98.82070513982754","18.080823805897516","18.528882213717665","3.4197976422206047"
"U014","bFGF","F05","7","2.0","","27269.0","27269.0","26627.0","26626.5","3.4125108963803483","","","144.6918497608956","141.29029032502694","3.404714843714565"
"U014","bFGF","F06","7","2.0","","25984.0","25984.0","26627.0","26626.5","3.4125108963803483","","","137.88873088915832","141.29029032502694","3.404714843714565"
"U022","bFGF","F07","7","2.0","","9706.0","9706.0","9482.0","9481.5","3.3485307678401077","","","51.502767555383485","50.30566243197667","3.365351372516888"
"U022","bFGF","F08","7","2.0","","9257.0","9257.0","9482.0","9481.5","3.3485307678401077","","","49.10855730856985","50.30566243197667","3.365351372516888"
"U034","VEGF-A","B12","1","2.0","","10537.0","10537.0","10792.0","10792.0","3.3415906079052933","","","62.42822795019081","63.88937561567282","3.2343012046083337"
"U034","VEGF-A","B11","1","2.0","","11047.0","11047.0","10792.0","10792.0","3.3415906079052933","","","65.35052328115484","63.88937561567282","3.2343012046083337"
"U018","VEGF-C","B07","2","2.0","","4083.0","4083.0","3990.0","3989.5","3.3144245665342615","","","692.6940165712656","677.329471153414","3.208002816210196"
"U018","VEGF-C","B08","2","2.0","","3896.0","3896.0","3990.0","3989.5","3.3144245665342615","","","661.9649257355624","677.329471153414","3.208002816210196"
"U038","VEGF-C","F12","2","2.0","","9163.0","9163.0","8946.0","8945.5","3.4385048327779124","","","1486.3508012560667","1453.5149218423276","3.194803527747653"
"U038","VEGF-C","F11","2","2.0","","8728.0","8728.0","8946.0","8945.5","3.4385048327779124","","","1420.6790424285887","1453.5149218423276","3.194803527747653"
"S003","Flt-1","C01","5","","637.5","31052.0","31052.0","30387.0","30387.0","3.0949156513578444","98.99663667401875","96.82649806711275","631.1035587968695","617.2689251778438","3.169627644685322"
"S003","Flt-1","C02","5","","637.5","29722.0","29722.0","30387.0","30387.0","3.0949156513578444","94.65635946020676","96.82649806711275","603.4342915588181","617.2689251778438","3.169627644685322"
"U020","Flt-1","D07","5","2.0","","1959.0","1959.0","1922.0","1921.5","2.7599796299240733","","","68.51304276180603","67.02327028022745","3.1434700806000646"
"U020","Flt-1","D08","5","2.0","","1884.0","1884.0","1922.0","1921.5","2.7599796299240733","","","65.53349779864885","67.02327028022745","3.1434700806000646"
"U037","bFGF","E11","7","2.0","","23518.0","23518.0","24042.0","24041.5","3.0794284878327693","","","124.83008198232837","127.60254528973476","3.0727092485601895"
"U037","bFGF","E12","7","2.0","","24565.0","24565.0","24042.0","24041.5","3.0794284878327693","","","130.37500859714115","127.60254528973476","3.0727092485601895"
"U009","PIGF","A06","6","2.0","","953.0","953.0","967.0","967.0","2.0474653436632195","","","2.50090076372352","2.555929571434764","3.0447821041788963"
"U009","PIGF","A05","6","2.0","","981.0","981.0","967.0","967.0","2.0474653436632195","","","2.6109583791460076","2.555929571434764","3.0447821041788963"
"U031","PIGF","G10","6","2.0","","1230.0","1230.0","1250.0","1250.0","2.262741699796952","","","3.588925300815184","3.6674212755372446","3.026924470992808"
"U031","PIGF","G09","6","2.0","","1270.0","1270.0","1250.0","1250.0","2.262741699796952","","","3.7459172502593048","3.6674212755372446","3.026924470992808"
"U019","bFGF","C08","7","2.0","","17976.0","17976.0","18368.0","18367.5","3.014371088439182","","","95.45891204161067","97.53511491725361","3.010397093870503"
"U019","bFGF","C07","7","2.0","","18759.0","18759.0","18368.0","18367.5","3.014371088439182","","","99.61131779289654","97.53511491725361","3.010397093870503"
"U024","VEGF-A","H07","1","2.0","","32170.0","32170.0","31472.0","31471.5","3.1388023237456335","","","182.5171251263379","178.72309329587358","3.002170101115703"
"U024","VEGF-A","H08","1","2.0","","30773.0","30773.0","31472.0","31471.5","3.1388023237456335","","","174.9290614654093","178.72309329587358","3.002170101115703"
"U034","VEGF-C","B12","2","2.0","","7805.0","7805.0","7986.0","7985.5","3.1966132115502304","","","1280.1865135494602","1307.7580341532225","2.981592722413456"
"U034","VEGF-C","B11","2","2.0","","8166.0","8166.0","7986.0","7985.5","3.1966132115502304","","","1335.3295547569846","1307.7580341532225","2.981592722413456"
"U033","VEGF-C","A12","2","2.0","","5695.0","5695.0","5822.0","5822.0","3.0849385506936287","","","952.0471907853872","972.0960103198375","2.9167193563382217"
"U033","VEGF-C","A11","2","2.0","","5949.0","5949.0","5822.0","5822.0","3.0849385506936287","","","992.1448298542879","972.0960103198375","2.9167193563382217"
"U024","VEGF-D","H08","3","2.0","","12903.0","12903.0","13223.0","13223.0","3.422433184295473","","","694.2790814451811","708.7577557106895","2.8889895519989715"
"U024","VEGF-D","H07","3","2.0","","13543.0","13543.0","13223.0","13223.0","3.422433184295473","","","723.2364299761978","708.7577557106895","2.8889895519989715"
"S001","Tie-2","A02","4","","101000.0","123845.0","123845.0","126486.0","126486.0","2.952846969804835","100.35229791434857","102.42518128309858","101355.82089349205","103449.43309592956","2.8620889283089057"
"S001","Tie-2","A01","4","","101000.0","129127.0","129127.0","126486.0","126486.0","2.952846969804835","104.4980646518486","102.42518128309858","105543.04529836707","103449.43309592956","2.8620889283089057"
"U033","Flt-1","A11","5","2.0","","1637.0","1637.0","1666.0","1666.0","2.4617162850432024","","","55.73516825845823","56.88453949228173","2.857466020789771"
"U033","Flt-1","A12","5","2.0","","1695.0","1695.0","1666.0","1666.0","2.4617162850432024","","","58.033910726105226","56.88453949228173","2.857466020789771"
"U008","VEGF-A","H03","1","2.0","","11754.0","11754.0","11514.0","11514.0","2.9478135745140075","","","69.39047718442657","68.01975366999926","2.8499012121853773"
"U008","VEGF-A","H04","1","2.0","","11274.0","11274.0","11514.0","11514.0","2.9478135745140075","","","66.64903015557195","68.01975366999926","2.8499012121853773"
"S006","Flt-1","F02","5","","9.9609375","754.0","754.0","744.0","743.5","1.9972081244004705","105.18325904315908","103.12452973115204","10.477238693752174","10.272169953688973","2.8232690339395425"
"S006","Flt-1","F01","5","","9.9609375","733.0","733.0","744.0","743.5","1.9972081244004705","101.06580041914499","103.12452973115204","10.06710121362577","10.272169953688973","2.8232690339395425"
"U004","PIGF","D03","6","2.0","","1032.0","1032.0","1018.0","1018.0","1.9448909502184017","","","2.8113719977757206","2.756360270203775","2.822502270941104"
"U004","PIGF","D04","6","2.0","","1004.0","1004.0","1018.0","1018.0","1.9448909502184017","","","2.7013485426318287","2.756360270203775","2.822502270941104"
"U009","VEGF-D","A05","3","2.0","","9435.0","9435.0","9663.0","9662.5","3.329713691486459","","","532.7813284228112","543.6273031309088","2.821514747513266"
"U009","VEGF-D","A06","3","2.0","","9890.0","9890.0","9663.0","9662.5","3.329713691486459","","","554.4732778390064","543.6273031309088","2.821514747513266"
"U017","bFGF","A08","7","2.0","","5843.0","5843.0","5960.0","5960.0","2.776224610698861","","","30.85847167908791","31.485499247825295","2.816378691379604"
"U017","bFGF","A07","7","2.0","","6077.0","6077.0","5960.0","5960.0","2.776224610698861","","","32.11252681656268","31.485499247825295","2.816378691379604"
"U015","VEGF-D","G06","3","2.0","","16381.0","16381.0","16772.0","16772.0","3.2969085552580504","","","849.1088617738623","866.1280548158611","2.778893200239025"
"U015","VEGF-D","G05","3","2.0","","17163.0","17163.0","16772.0","16772.0","3.2969085552580504","","","883.1472478578598","866.1280548158611","2.778893200239025"
"U033","bFGF","A11","7","2.0","","9297.0","9297.0","9477.0","9476.5","2.678745680852325","","","49.32189635509842","50.27905180525913","2.692219066022676"
"U033","bFGF","A12","7","2.0","","9656.0","9656.0","9477.0","9476.5","2.678745680852325","","","51.23620725541984","50.27905180525913","2.692219066022676"
"U025","bFGF","A09","7","2.0","","4564.0","4564.0","4481.0","4481.0","2.6194984529561904","","","23.992830403418566","23.546495108616135","2.680710757009523"
"U025","bFGF","A10","7","2.0","","4398.0","4398.0","4481.0","4481.0","2.6194984529561904","","","23.1001598138137","23.546495108616135","2.680710757009523"
"U015","VEGF-C","G06","2","2.0","","3547.0","3547.0","3617.0","3617.0","2.7369352879766837","","","604.1814902331473","615.80660358144","2.669733137914564"
"U015","VEGF-C","G05","2","2.0","","3687.0","3687.0","3617.0","3617.0","2.7369352879766837","","","627.4317169297325","615.80660358144","2.669733137914564"
"U039","VEGF-D","G12","3","2.0","","14344.0","14344.0","14671.0","14670.5","3.1474096187233935","","","759.1642231131117","773.6876016674803","2.654709585470926"
"U039","VEGF-D","G11","3","2.0","","14997.0","14997.0","14671.0","14670.5","3.1474096187233935","","","788.210980221849","773.6876016674803","2.654709585470926"
"U018","VEGF-A","B08","1","2.0","","8931.0","8931.0","9107.0","9107.0","2.733079905321892","","","53.1773731018082","54.19451923900822","2.65425707680842"
"U018","VEGF-A","B07","1","2.0","","9283.0","9283.0","9107.0","9107.0","2.733079905321892","","","55.211665376208245","54.19451923900822","2.65425707680842"
"U006","Flt-1","F03","5","2.0","","1730.0","1730.0","1703.0","1702.5","2.284339087533634","","","59.421720607606375","58.33140541354103","2.643410567218602"
"U006","Flt-1","F04","5","2.0","","1675.0","1675.0","1703.0","1702.5","2.284339087533634","","","57.24109021947568","58.33140541354103","2.643410567218602"
"U005","Flt-1","E04","5","2.0","","2244.0","2244.0","2282.0","2282.0","2.3549568523303073","","","79.85178294965355","81.36565962737089","2.6312635320515083"
"U005","Flt-1","E03","5","2.0","","2320.0","2320.0","2282.0","2282.0","2.3549568523303073","","","82.87953630508821","81.36565962737089","2.6312635320515083"
"U011","VEGF-C","C05","2","2.0","","4383.0","4383.0","4301.0","4301.0","2.6962453409577725","","","741.6805404918406","728.3139426388223","2.595477425303103"
"U011","VEGF-C","C06","2","2.0","","4219.0","4219.0","4301.0","4301.0","2.6962453409577725","","","714.9473447858039","728.3139426388223","2.595477425303103"
"U024","bFGF","H08","7","2.0","","6474.0","6474.0","6589.0","6589.0","2.4682737846851714","","","34.23887335972913","34.854475439303464","2.4977934655053784"
"U024","bFGF","H07","7","2.0","","6704.0","6704.0","6589.0","6589.0","2.4682737846851714","","","35.470077518877794","34.854475439303464","2.4977934655053784"
"U021","Flt-1","E07","5","2.0","","1994.0","1994.0","1964.0","1964.0","2.16020401584485","","","69.90414264942635","68.71189590958505","2.453856769426533"
"U021","Flt-1","E08","5","2.0","","1934.0","1934.0","1964.0","1964.0","2.16020401584485","","","67.51964916974376","68.71189590958505","2.453856769426533"
"U036","VEGF-A","D12","1","2.0","","17214.0","17214.0","17530.0","17530.0","2.5492954119218374","","","100.22713192175709","101.9942990183994","2.4502856523384646"
"U036","VEGF-A","D11","1","2.0","","17846.0","17846.0","17530.0","17530.0","2.5492954119218374","","","103.7614661150417","101.9942990183994","2.4502856523384646"
"U011","Tie-2","C06","4","2.0","","3454.0","3454.0","3512.0","3511.5","2.3157419859448374","","","5880.264600090008","5983.182734666622","2.4326220372491703"
"U011","Tie-2","C05","4","2.0","","3569.0","3569.0","3512.0","3511.5","2.3157419859448374","","","6086.100869243237","5983.182734666622","2.4326220372491703"
"U038","PIGF","F12","6","2.0","","1181.0","1181.0","1196.0","1196.0","1.7736792170231126","","","3.396571538725431","3.455457922931347","2.4100401463569905"
"U038","PIGF","F11","6","2.0","","1211.0","1211.0","1196.0","1196.0","1.7736792170231126","","","3.5143443071372626","3.455457922931347","2.4100401463569905"
"U009","Flt-1","A06","5","2.0","","2149.0","2149.0","2182.0","2182.0","2.1388197781077976","","","76.06943692498744","77.38316400259687","2.400897759039262"
"U009","Flt-1","A05","5","2.0","","2215.0","2215.0","2182.0","2182.0","2.1388197781077976","","","78.6968910802063","77.38316400259687","2.400897759039262"
"U016","bFGF","H06","7","2.0","","13043.0","13043.0","13265.0","13265.0","2.3667954078162614","","","69.26657434221347","70.44669286566437","2.3690815752763665"
"U016","bFGF","H05","7","2.0","","13487.0","13487.0","13265.0","13265.0","2.3667954078162614","","","71.62681138911529","70.44669286566437","2.3690815752763665"
"U020","VEGF-A","D08","1","2.0","","38562.0","38562.0","39248.0","39248.0","2.4718469827454728","","","217.03828768215732","220.72381459262857","2.3613773397759616"
"U020","VEGF-A","D07","1","2.0","","39934.0","39934.0","39248.0","39248.0","2.4718469827454728","","","224.4093415030998","220.72381459262857","2.3613773397759616"
"U039","bFGF","G12","7","2.0","","14560.0","14560.0","14807.0","14807.0","2.3590919828875156","","","77.32813704119799","78.63999349274864","2.3591624353842913"
"U039","bFGF","G11","7","2.0","","15054.0","15054.0","14807.0","14807.0","2.3590919828875156","","","79.9518499442993","78.63999349274864","2.3591624353842913"
"U004","Flt-1","D03","5","2.0","","2656.0","2656.0","2617.0","2616.5","2.1349679233226544","","","96.28392747934684","94.70681797132534","2.3550254388938305"
"U004","Flt-1","D04","5","2.0","","2577.0","2577.0","2617.0","2616.5","2.1349679233226544","","","93.12970846330381","94.70681797132534","2.3550254388938305"
"S002","VEGF-A","B02","1","","502.5","189335.0","189335.0","192697.0","192697.0","2.4673897345046085","98.40603990989905","100.06784395362429","494.49035054724277","502.84091586696206","2.3485524657969465"
"S002","VEGF-A","B01","1","","502.5","196059.0","196059.0","192697.0","192697.0","2.4673897345046085","101.72964799734953","100.06784395362429","511.1914811866814","502.84091586696206","2.3485524657969465"
"S002","Tie-2","B02","4","","25250.0","29093.0","29093.0","29593.0","29592.5","2.387090223554485","98.22201661436229","99.86728306876198","24801.059195126476","25216.488974862397","2.329850239269545"
"S002","Tie-2","B01","4","","25250.0","30092.0","30092.0","29593.0","29592.5","2.387090223554485","101.51254952316167","99.86728306876198","25631.918754598322","25216.488974862397","2.329850239269545"
"U003","VEGF-D","C04","3","2.0","","12449.0","12449.0","12694.0","12693.5","2.724033686534224","","","673.5940402443231","684.7313725683048","2.3002548228736215"
"U003","VEGF-D","C03","3","2.0","","12938.0","12938.0","12694.0","12693.5","2.724033686534224","","","695.8687048922865","684.7313725683048","2.3002548228736215"
"U012","bFGF","D06","7","2.0","","6019.0","6019.0","6117.0","6117.0","2.265700982713149","","","31.801745595824052","32.32679032571575","2.2969350510331576"
"U012","bFGF","D05","7","2.0","","6215.0","6215.0","6117.0","6117.0","2.265700982713149","","","32.85183505560745","32.32679032571575","2.2969350510331576"
"U026","Tie-2","B09","4","2.0","","3359.0","3359.0","3411.0","3411.0","2.1559397608736717","","","5710.038886156349","5803.210627912241","2.270548998985925"
"U026","Tie-2","B10","4","2.0","","3463.0","3463.0","3411.0","3411.0","2.1559397608736717","","","5896.382369668133","5803.210627912241","2.270548998985925"
"U033","VEGF-D","A11","3","2.0","","10028.0","10028.0","10218.0","10217.5","2.6228869103959043","","","561.0188463361555","569.9685969461046","2.22062386599234"
"U033","VEGF-D","A12","3","2.0","","10407.0","10407.0","10218.0","10217.5","2.6228869103959043","","","578.9183475560537","569.9685969461046","2.22062386599234"
"U030","VEGF-A","F09","1","2.0","","13875.0","13875.0","13654.0","13653.5","2.2942710958043033","","","81.43999729380826","80.18571368645492","2.212145788858877"
"U030","VEGF-A","F10","1","2.0","","13432.0","13432.0","13654.0","13653.5","2.2942710958043033","","","78.93143007910157","80.18571368645492","2.212145788858877"
"U005","bFGF","E04","7","2.0","","22291.0","22291.0","22637.0","22636.5","2.1585085406308586","","","118.33060046854041","120.16082264332697","2.1540506837424425"
"U005","bFGF","E03","7","2.0","","22982.0","22982.0","22637.0","22636.5","2.1585085406308586","","","121.99104481811352","120.16082264332697","2.1540506837424425"
"U018","Tie-2","B07","4","2.0","","2919.0","2919.0","2879.0","2878.5","1.9897741627969552","","","4919.247359853768","4846.229017481376","2.130801695762733"
"U018","Tie-2","B08","4","2.0","","2838.0","2838.0","2879.0","2878.5","1.9897741627969552","","","4773.210675108984","4846.229017481376","2.130801695762733"
"U007","bFGF","G04","7","2.0","","9428.0","9428.0","9571.0","9571.0","2.112971888197185","","","50.020517345329395","50.78296664309018","2.1232830785435213"
"U007","bFGF","G03","7","2.0","","9714.0","9714.0","9571.0","9571.0","2.112971888197185","","","51.54541594085095","50.78296664309018","2.1232830785435213"
"U021","VEGF-D","E07","3","2.0","","9562.0","9562.0","9396.0","9396.0","2.498504165112109","","","538.853411504007","530.9020404609694","2.1180812864762633"
"U021","VEGF-D","E08","3","2.0","","9230.0","9230.0","9396.0","9396.0","2.498504165112109","","","522.9506694179319","530.9020404609694","2.1180812864762633"
"U019","VEGF-A","C07","1","2.0","","13078.0","13078.0","12882.0","12881.5","2.157302837451486","","","76.92386313595644","75.80789370720265","2.081866444453686"
"U019","VEGF-A","C08","1","2.0","","12685.0","12685.0","12882.0","12881.5","2.157302837451486","","","74.69192427844885","75.80789370720265","2.081866444453686"
"U028","VEGF-D","D10","3","2.0","","7588.0","7588.0","7722.0","7721.5","2.4450885265402857","","","442.77852718364926","449.3902551413199","2.080684937308834"
"U028","VEGF-D","D09","3","2.0","","7855.0","7855.0","7722.0","7721.5","2.4450885265402857","","","456.00198309899054","449.3902551413199","2.080684937308834"
"U022","Flt-1","F07","5","2.0","","2503.0","2503.0","2471.0","2471.0","1.8314380411144897","","","90.1765319138634","88.90004843739905","2.030617841375212"
"U022","Flt-1","F08","5","2.0","","2439.0","2439.0","2471.0","2471.0","1.8314380411144897","","","87.62356496093471","88.90004843739905","2.030617841375212"
"U038","bFGF","F12","7","2.0","","27723.0","27723.0","28127.0","28126.5","2.028816853919058","","","147.09524458973956","149.23119547723525","2.0241684079519815"
"U038","bFGF","F11","7","2.0","","28530.0","28530.0","28127.0","28126.5","2.028816853919058","","","151.36714636473096","149.23119547723525","2.0241684079519815"
"U037","VEGF-D","E11","3","2.0","","8564.0","8564.0","8429.0","8429.0","2.2650235012500635","","","490.7520814860893","484.1654014607672","1.923923558915698"
"U037","VEGF-D","E12","3","2.0","","8294.0","8294.0","8429.0","8429.0","2.2650235012500635","","","477.5787214354451","484.1654014607672","1.923923558915698"
"U039","PIGF","G12","6","2.0","","1022.0","1022.0","1032.0","1031.5","1.3024749241439073","","","2.7720799757111223","2.8094064312087834","1.8789584523516332"
"U039","PIGF","G11","6","2.0","","1041.0","1041.0","1032.0","1031.5","1.3024749241439073","","","2.846732886706444","2.8094064312087834","1.8789584523516332"
"S006","bFGF","F02","7","","2.65625","1111.0","1111.0","1124.0","1124.0","1.635656255413722","99.65711452043581","100.99842020347248","2.647142104449076","2.6827705366547376","1.8781409495485797"
"S006","bFGF","F01","7","","2.65625","1137.0","1137.0","1124.0","1124.0","1.635656255413722","102.33972588650914","100.99842020347248","2.718398968860399","2.6827705366547376","1.8781409495485797"
"U018","bFGF","B07","7","2.0","","6620.0","6620.0","6708.0","6708.0","1.8552592947053124","","","35.020476477804834","35.49145080051095","1.876672437101045"
"U018","bFGF","B08","7","2.0","","6796.0","6796.0","6708.0","6708.0","1.8552592947053124","","","35.96242512321706","35.49145080051095","1.876672437101045"
"S001","VEGF-A","A02","1","","2010.0","856090.0","856090.0","867887.0","867886.5","1.9222294952778058","103.43837229947599","104.79483892139665","2079.111283219467","2106.376262320073","1.8305610403824426"
"S001","VEGF-A","A01","1","","2010.0","879683.0","879683.0","867887.0","867886.5","1.9222294952778058","106.1513055433173","104.79483892139665","2133.641241420678","2106.376262320073","1.8305610403824426"
"U007","PIGF","G04","6","2.0","","969.0","969.0","978.0","977.5","1.2297509238026911","","","2.563793212998757","2.597201353731605","1.81912140351306"
"U007","PIGF","G03","6","2.0","","986.0","986.0","978.0","977.5","1.2297509238026911","","","2.6306094944644527","2.597201353731605","1.81912140351306"
"S002","Flt-1","B01","5","","2550.0","122752.0","122752.0","124297.0","124296.5","1.75729231883862","101.13816565196412","102.44604117949379","2579.023224125085","2612.374050077092","1.8054531806530791"
"S002","Flt-1","B02","5","","2550.0","125841.0","125841.0","124297.0","124296.5","1.75729231883862","103.75391670702348","102.44604117949379","2645.7248760290986","2612.374050077092","1.8054531806530791"
"U021","VEGF-A","E07","1","2.0","","31826.0","31826.0","31407.0","31407.0","1.8866987698103188","","","180.6501719809835","178.37407042600563","1.8045748917993316"
"U021","VEGF-A","E08","1","2.0","","30988.0","30988.0","31407.0","31407.0","1.8866987698103188","","","176.0979688710278","178.37407042600563","1.8045748917993316"
"U019","Tie-2","C07","4","2.0","","2612.0","2612.0","2642.0","2642.0","1.6058443176076025","","","4364.918732892519","4419.178540225436","1.7364076767545176"
"U019","Tie-2","C08","4","2.0","","2672.0","2672.0","2642.0","2642.0","1.6058443176076025","","","4473.438347558354","4419.178540225436","1.7364076767545176"
"U028","VEGF-C","D10","2","2.0","","4972.0","4972.0","5037.0","5036.5","1.811114360628703","","","836.8440440499166","847.1829583899712","1.7258884559842935"
"U028","VEGF-C","D09","2","2.0","","5101.0","5101.0","5037.0","5036.5","1.811114360628703","","","857.5218727300256","847.1829583899712","1.7258884559842935"
"U015","VEGF-A","G06","1","2.0","","13982.0","13982.0","14161.0","14160.5","1.7826850809194412","","","82.04529735803493","83.05423935584498","1.7179850998784323"
"U015","VEGF-A","G05","1","2.0","","14339.0","14339.0","14161.0","14160.5","1.7826850809194412","","","84.06318135365504","83.05423935584498","1.7179850998784323"
"S004","VEGF-A","D02","1","","31.40625","10078.0","10078.0","10205.0","10204.5","1.753128674998251","95.19135975840736","96.34859366804505","29.896036424124812","30.259480198870403","1.6985986276937883"
"S004","VEGF-A","D01","1","","31.40625","10331.0","10331.0","10205.0","10204.5","1.753128674998251","97.50582757768277","96.34859366804505","30.622923973615993","30.259480198870403","1.6985986276937883"
"U008","PIGF","H03","6","2.0","","1253.0","1253.0","1242.0","1242.0","1.2525240890582967","","","3.6791990441422286","3.6360247413625233","1.6792428236938224"
"U008","PIGF","H04","6","2.0","","1231.0","1231.0","1242.0","1242.0","1.2525240890582967","","","3.5928504385828175","3.6360247413625233","1.6792428236938224"
"U014","VEGF-A","F05","1","2.0","","70080.0","70080.0","69238.0","69237.5","1.7208520329291679","","","383.79047325947437","379.38948302196945","1.640514658491634"
"U014","VEGF-A","F06","1","2.0","","68395.0","68395.0","69238.0","69237.5","1.7208520329291679","","","374.98849278446454","379.38948302196945","1.640514658491634"
"U002","VEGF-D","B04","3","2.0","","16907.0","16907.0","16678.0","16677.5","1.946107105769002","","","872.0322872822184","862.0337865638005","1.640308714087399"
"U002","VEGF-D","B03","3","2.0","","16448.0","16448.0","16678.0","16677.5","1.946107105769002","","","852.0352858453828","862.0337865638005","1.640308714087399"
"U014","PIGF","F05","6","2.0","","1026.0","1026.0","1018.0","1018.0","1.1113662572676584","","","2.7877970581095126","2.756361790856438","1.6128572611038574"
"U014","PIGF","F06","6","2.0","","1010.0","1010.0","1018.0","1018.0","1.1113662572676584","","","2.724926523603364","2.756361790856438","1.6128572611038574"
"U005","PIGF","E04","6","2.0","","1232.0","1232.0","1243.0","1242.5","1.1951100527096576","","","3.596775558714528","3.637987301428378","1.6020453246792374"
"U005","PIGF","E03","6","2.0","","1253.0","1253.0","1243.0","1242.5","1.1951100527096576","","","3.6791990441422286","3.637987301428378","1.6020453246792374"
"U035","Flt-1","C12","5","2.0","","2495.0","2495.0","2521.0","2520.5","1.4307655560608579","","","89.85735298468448","90.87487581775122","1.5834900214148881"
"U035","Flt-1","C11","5","2.0","","2546.0","2546.0","2521.0","2520.5","1.4307655560608579","","","91.89239865081794","90.87487581775122","1.5834900214148881"
"U019","PIGF","C08","6","2.0","","1075.0","1075.0","1084.0","1083.5","1.1094430346258704","","","2.9803023549758323","3.0136900724612885","1.5667623992287623"
"U019","PIGF","C07","6","2.0","","1092.0","1092.0","1084.0","1083.5","1.1094430346258704","","","3.0470777899467447","3.0136900724612885","1.5667623992287623"
"S004","Flt-1","D02","5","","159.375","8426.0","8426.0","8338.0","8337.5","1.5011442311246646","103.29384955634448","102.16462295963456","164.62457273042403","162.82486784191758","1.5631316612312578"
"S004","Flt-1","D01","5","","159.375","8249.0","8249.0","8338.0","8337.5","1.5011442311246646","101.03539636292464","102.16462295963456","161.02516295341115","162.82486784191758","1.5631316612312578"
"U002","PIGF","B04","6","2.0","","1079.0","1079.0","1088.0","1087.5","1.1053623246134534","","","2.996014770918005","3.029401774360828","1.5586032026339465"
"U002","PIGF","B03","6","2.0","","1096.0","1096.0","1088.0","1087.5","1.1053623246134534","","","3.062788777803651","3.029401774360828","1.5586032026339465"
"U006","Tie-2","F03","4","2.0","","3677.0","3677.0","3641.0","3640.5","1.4179039974349117","","","6279.189680024192","6213.944211421142","1.4849027194712805"
"U006","Tie-2","F04","4","2.0","","3604.0","3604.0","3641.0","3640.5","1.4179039974349117","","","6148.698742818093","6213.944211421142","1.4849027194712805"
"U008","Flt-1","H03","5","2.0","","1684.0","1684.0","1669.0","1669.0","1.2710127882322604","","","57.597840020960795","57.003319389904476","1.4749652275501843"
